name,price_eur,size_m2,plot_size_m2,free_area_m2,rooms,location,postcode,lat,lon,url,platform,property_type,description
Idyllische Romantik im Waldviertel!,"€ 99.000,",,,,,,,,,https://www.immobilienscout24.at/expose/698f1ce0d5d91624d77a1163?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Rarität: Traditioneller Dreikanthof mit ca. 1 ha Gfl. in absoluter Alleinlage,"€ 489.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3d38cd3e3fb64b50ccd4eb?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Natur rund ums Haus!,"€ 108.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69b24396886e89655cd81137?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Villenwohnung am Schlosspark - Schloss Ambras bei Innsbruck,"€ 1.799.000,",,,,,,,,,https://www.immobilienscout24.at/expose/67d3ff340821d59843cfea97?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
K3 - NEU - GROSSE LANDWIRTSCHAFT MIT EHEMALIGER HOFSTELLE UND WIRTSCHAFTSGEBÄUDEN,,,,,,,,,,https://www.immobilienscout24.at/expose/66dacb70a390e36a05d01b80?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GESCHÄFTSLOKAL inkl. MIETERTRAG,"€ 240.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a40c0ebf5656c090feb78f6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Großzügiges Wohnhaus mit PV-Anlage, Terrasse und Doppelgarage","€ 429.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1eeeb70b5c50fdb67dab2f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Für ein natürliches Wohlfühlerlebnis – individuell planbares Stockhaus in sonniger Lage!,"€ 419.900,",,,,,,,,,https://www.immobilienscout24.at/expose/6a3ba12923efdfa5dccd627d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Niedrigenergie-Doppelhaushälfte - individuell planbar - keine Anzahlung!,"€ 397.842,",,,,,,,,,https://www.immobilienscout24.at/expose/69b243a0886e89655cd81291?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Natur pur! 3-Zimmer-Eigentumswohnung mit TG-Parkplatz, Balkon und Aussicht","€ 118.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69b517b41e507d4b788453a3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Anlegerhit! Befristet vermietete Eigentumswohnung,"€ 99.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69f88d0f2786f64d52ec80ee?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Für ein natürliches Wohlfühlerlebnis – Keine Anzahlung - individuell planbare Doppelhaushälfte in sonniger Lage!,"€ 389.600,",,,,,,,,,https://www.immobilienscout24.at/expose/69b2439bff509680e0ee188e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ötscher und Alpenvorland hautnah erleben via Wohnung im Kern von Gaming!,"€ 118.500,",,,,,,,,,https://www.immobilienscout24.at/expose/69dbcb7d4d9c94798f3f6d8f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WEITBLICK Sierning – 902 m² Baugrund mit Aussicht, provisionsfrei","€ 239.030,",902.0,,,,,,,,https://www.immobilienscout24.at/expose/6a030d130ef4a0ff00b8ddd6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Viel Platz und Höhe - Bauernhaus mit ca. 7000m2 Grund , hohen Hallen und Garagen","€ 390.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a2ad04eab3106a6c6d99b45?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Chalet-FERIEN-Penthouse NEUBAU in Gastein, Dorfgastein, Ortsteil Unterberg, in bester unverbaubarer Grünruhelage mit Genehmigung für die touristisc...","€ 256.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a27de4207fb9c0a32f14dea?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnen im ehemaligen Gutshaus von Schloss Fridau!,"€ 495.000,",,,,,,,,,https://www.immobilienscout24.at/expose/652cfa07ca8ceb789bd8bf3f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Land & Gut: Historischer & renovierter Erbhof in Alleinlage,"€ 3.590.000,",,,,,,,,,https://www.immobilienscout24.at/expose/68aee7b2ccd09136406acb3a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
10 ha Reiterhof mit Reitplatz und Panoramalage,"€ 1.150.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ce776aa2f80c1c0b859d0d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
mit großem Garten,"€ 399.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a04b30bcc6e44b5afb6e9a1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Premium-Stadtresidenzen mit Ski-Out - Luxus, Lage & kurze Wege vereint","€ 1.476.000,",,,,,,,,,https://www.immobilienscout24.at/expose/693bda9325bee9c60519ab94?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wo wohnst du?,"€ 99.968,",,,,,,,,,https://www.immobilienscout24.at/expose/69dd63dce39057c5523e1a1a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wie wärs mit eigenem Tabakanbau?,"€ 115.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a33da0b77638d2a2bdf5e72?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wo wohnst du?,"€ 75.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69dd63dcfed50e41c10739f6?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WEITBLICK Sierning – 705 m² Baugrund mit Aussicht, provisionsfrei","€ 186.825,",705.0,,,,,,,,https://www.immobilienscout24.at/expose/6a01a7c2c3a521c369fe0703?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"""Traumhaftes landwirtschaftlich genutztes Grünland nahe der Gerlitzenalpe""","€ 29.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0d1400f96502f8603605a7?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Burgstall - Ein Premium-Penthouse mit Ski-Out nahe des Gamsstadtzentrums,"€ 4.480.000,",,,,,,,,,https://www.immobilienscout24.at/expose/693bda6fa58fea5e895b76ed?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Neubau-Chalet mit Freizeitwohnsitz in sonniger Ruhelage,"€ 9.900.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c1933af609905c225aafb9?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Leben, wo andere Thermenurlaub machen! Langstreckhof im sonnigen Lutzmannsburg","€ 248.000,",,,,,,,,,https://www.immobilienscout24.at/expose/664714154675e9399d50fb87?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idyllischer Dreiseithof im Weinviertel - Viel Platz zum Wohlfühlen und Entspannen,"€ 499.000,",,,,,,,,,https://www.immobilienscout24.at/expose/675714a6c8b9d6745903d47d?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Einzigartiges Landgut im Waldviertel – 70.010 m² mit Wohnhaus, Ferienwohnungen & Alpaka/Yak-Zucht","€ 1.120.000,",70010.0,,,,,,,,https://www.immobilienscout24.at/expose/69a152991db70babe603de24?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Neuer Preis: Gasthaus im Zentrum von Ferschnitz,"€ 420.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0c61376a2e43462101fd01?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Exklusives Einfamilienhaus - außergewöhnliche Architektur und Ausstattung,"€ 437.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69905b67db4134af3324c748?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Sommerpreispreis! 4392 m² Grund in Thallern,"€ 229.000,",4392.0,,,,,,,,https://www.immobilienscout24.at/expose/6583d38f8bee5c80199bd3be?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Eine hochwertige Wohnung für Singles und Kleinfamilien zur Begründung eines Hauptwohnsitzes,"€ 295.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a096c47a1cdfaba39936190?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Platz für Mensch, Tier & Traktor - Wohnhaus mit zwei großen Stadln auf 1300m² Grundstück","€ 185.000,",1300.0,,,,,,,,https://www.immobilienscout24.at/expose/69f9c8682786f64d52ef4495?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ein Zuhause mit Seele im Herzen von Falkenstein,"€ 780.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69e6411494cbd602529e157c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Viel Potenzial auf 756m² - Sanierung oder Neubau möglich!,"€ 249.000,",756.0,,,,,,,,https://www.immobilienscout24.at/expose/6a0c32760aabd300566d6ed1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
So könnte Ihr neues Doppelhaus aussehen!,"€ 489.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69dcb88bf88781c17db2b9a5?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Historisches Bauernhaus in Taxenbach zum Verkauf - BIETERVERFAHREN,"€ 570.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a0461a4da02f883383e25cc?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Renovierungsbedürftiges Bauernhaus in Langschlag: Ihr Traum vom Eigenheim!,"€ 230.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69cdd28880052078e40bf562?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Großer Vierkanter mit 2 Wohneinheiten,"€ 599.000,",,,,,,,,,https://www.immobilienscout24.at/expose/687d6c891e1c6519276f0476?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idylisches Reihenhaus Haus 2,"€ 580.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ecbd5714652dfb46e575ea?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idylisches Reihenhaus Haus 1,"€ 585.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ecbd578ebc21b18b5c3dda?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idylisches Reihenhaus Haus 4,"€ 580.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ecbd5814652dfb46e575ed?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idylisches Reihenhaus Haus 3,"€ 580.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ecbd5814652dfb46e575f0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idyllisch gelegenes Kleinod mit Potential in Golfplatznähe,,,,,,,,,,https://www.immobilienscout24.at/expose/69dcb88cf88781c17db2b9ca?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Ein Meisterwerk an Raum und Behaglichkeit – Exklusive Doppelhaushälfte in Kirchdorf mit Wow-Faktor,"€ 899.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a1541379a16a4f1517a8e36?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Charmantes Stadthausjuwel *EL JARDIN* - IHRE PRIVATE SEERESIDENZ. Ein Ruheort für Rückzug, Lebensqualität und die schönsten Jahre","€ 1.384.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a208c246e1cc215dcd11f41?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Idylisches Reihenhaus Haus 5,"€ 585.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69ecbd588ebc21b18b5c3ddd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
DAS PÖSTLINGBERG RESORT Außergewöhnlich LEBEN in einzigartiger LAGE mit einzigartigem PANORAMABLICK,"€ 1.249.900,",,,,,,,,,https://www.immobilienscout24.at/expose/65d48c7a6249b82ceccc7f62?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"ERSTBEZUG nach Sanierung | Komplett hofseitiges Loft mit Balkon | Raumhöhe bis zu ca. 4,95 m | Büro/Praxis Nutzung und Kurzzeitvermietung möglich","€ 629.500,",,,,,,,,,https://www.immobilienscout24.at/expose/674ece9e86720d7c6c2684c0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"ERSTBEZUG nach Sanierung | Außergewöhnliches Loft mit Raumhöhe bis zu ca. 4,90 m | Büro/Praxis Nutzung und Kurzzeitvermietung möglich","€ 545.000,",,,,,,,,,https://www.immobilienscout24.at/expose/67517930fc8977e5efa634fc?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Außergewöhnliches Loft im ehemaligen Dorotheum | Erstbezug nach Sanierung | Raumhöhe bis zu ca. 4,90 m | Büro/Praxis Nutzung und Kurzzeitvermietung...","€ 589.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6751793074506c02c8798472?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
WALD LAND HOF Bieterverfahren,"€ 450.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a034dabe9613f27f2603e29?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Herrliches Anwesen in traumhafter Alleinlage: Modernes Wohnhaus mit Landwirtschaft und vielseitigen Nutzungsmöglichkeiten,"€ 945.000,",,,,,,,,,https://www.immobilienscout24.at/expose/6a15dd8996993df3c0a3dac8?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Exklusive Landwirtschaft in einzigartiger Ruhe- und Aussichtslage mit modernem Wohnkomfort,"€ 945.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69c66f8dfc3379d006b4b902?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Ihr Rückzugsort - Ruhe, Natur, Alpenblick","€ 2.300,",,,,,,,,,https://www.immobilienscout24.at/expose/69ba75dd8a528ee6b64562b3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"AMSTETTEN I/2, geförderte Mietwohnung mit Kaufoption, 1/4, 1000/00008810/00001104","€ 794,32",,,,,,,,,https://www.immobilienscout24.at/expose/6411339d42b73102b82c01f0?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Rarität in der Thermenregion,,,,,,,,,,https://www.immobilienscout24.at/expose/69f46a352786f64d52e55b2b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"RANDEGG I/1, geförderte Mietwohnung mit Kaufoption, Haus 1, OG TOP 4, 1100/00035601/00001104","€ 969,67",,,,,,,,,https://www.immobilienscout24.at/expose/684cd5a85dc63c3419df6496?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/1, geförderte Mietwohnung, Stiege 3, Top 23, 1000/00011941/00001323","€ 1.075,20",,,,,,,,,https://www.immobilienscout24.at/expose/65fac45d03afa56400825c58?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 19, 1000/00011942/00001219","€ 1.194,41",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac831?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 23, 1000/00011943/00001123","€ 1.127,66",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f720f0cb240c6ed83f49?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 15, 1000/00011942/00001215","€ 811,37",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac82b?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 12, 1000/00011943/00001112","€ 933,03",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f720f0cb240c6ed83f35?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 16, 1000/00011943/00001116","€ 854,88",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f720aa40cd0e88fac858?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 25, 1000/00011942/00001225","€ 864,62",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71ff0cb240c6ed83f1c?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 3, 1000/00011943/00001103","€ 1.187,95",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac843?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"RANDEGG I/1, geförderte Mietwohnung mit Kaufoption, Haus 1, OG TOP 3, 1100/00035601/00001103","€ 954,82",,,,,,,,,https://www.immobilienscout24.at/expose/679301913880ac313bc47059?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 8, 1000/00011942/00001208","€ 719,60",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac81f?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 4, 1000/00011943/00001104","€ 1.450,96",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71ff0cb240c6ed83f27?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 8, 1000/00011943/00001108","€ 727,92",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac849?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 11, 1000/00011942/00001211","€ 896,04",,,,,,,,,https://www.immobilienscout24.at/expose/69af8d651365fee9d9f0f0e1?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"PERSCHLING II/1, freifinanzierte Mietwohnung mit Kaufoption, Wohnung Top 7/2, 1000/00011110/00001102","€ 1.403,69",,,,,,,,,https://www.immobilienscout24.at/expose/6848e2447c7855c453409ccd?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"PERSCHLING II/1, freifinanzierte Mietwohnung mit Kaufoption, Wohnung Top 12/1, 1000/00011110/00001111","€ 1.451,62",,,,,,,,,https://www.immobilienscout24.at/expose/6848e2447c7855c453409cdc?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 22, 1000/00011942/00001222","€ 1.143,12",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71faa40cd0e88fac838?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/1, geförderte Mietwohnung, Stiege 3, Top 19, 1000/00011941/00001319","€ 1.132,52",,,,,,,,,https://www.immobilienscout24.at/expose/65fac45dfe6d44870dada6de?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/3, geförderte Mietwohnung mit Kaufoption, Stiege 1, Top 26, 1000/00011943/00001126","€ 1.137,23",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f720aa40cd0e88fac86a?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/1, geförderte Mietwohnung, Stiege 3, Top 4, 1000/00011941/00001304","€ 1.427,60",,,,,,,,,https://www.immobilienscout24.at/expose/65fac45c03afa56400825c39?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"WIESELBURG-STADT I/2, geförderte Mietwohnung mit Kaufoption, Stiege 2, Top 23, 1000/00011942/00001223","€ 1.133,78",,,,,,,,,https://www.immobilienscout24.at/expose/67b3f71ff0cb240c6ed83f19?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GEFÖRDERTE GENOSSENSCHAFTS-WOHNUNG IN PYHRA - Miete mit Kaufoption,"€ 873,50",,,,,,,,,https://www.immobilienscout24.at/expose/69b19531233d4b831bbbdce3?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GEFÖRDERTE GENOSSENSCHAFTS-GARTENWOHNUNG IN WAIDHOFEN AN DER YBBS - INDIVIDUELLE FINANZIERUNG MÖGLICH!!!,"€ 966,37",,,,,,,,,https://www.immobilienscout24.at/expose/660bbdf7265f6b035cacedc2?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Wohnen mit Weitblick – 100 m² Bergidylle in Kirchdorf in Tirol,"€ 1.600,",100.0,,,,,,,,https://www.immobilienscout24.at/expose/69a159beab0295d3ddbf155e?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GEFÖRDERTE GENOSSENSCHAFTSWOHNUNG IN STÖSSING,"€ 795,14",,,,,,,,,https://www.immobilienscout24.at/expose/65d9ea7f8000c0765f199437?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
GEFÖRDERTE GENOSSENSCHAFTSWOHNUNG IN STÖSSING,"€ 779,87",,,,,,,,,https://www.immobilienscout24.at/expose/66377715e14ef1e5dffcca66?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
Neubau: 4-Zimmer-Dachgeschoss-Maisonette wohnung in Bergheim | jetzt besichtigen,"€ 798.000,",,,,,,,,,https://www.immobilienscout24.at/expose/69fca7c8d7a62a7ae4c0c089?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
MANK VI C - 18,"€ 1.326,43",,,,,,,,,https://www.immobilienscout24.at/expose/6a2a10c19aad8182fc976734?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
MANK VI C - 19,"€ 1.323,91",,,,,,,,,https://www.immobilienscout24.at/expose/694514ca22f3d4c52bbe8fab?utm_medium=cooperation&utm_source=immmo.at&utm_campaign=residential&utm_content=residential_expose,immmo.at,Bauernhaus,
"Herr Christian Pichler 1 / 27 198.000 € 1.076 €/m² Bauernhaus zum Kauf 6,5 Zimme",€ 1.076,184.0,,,,,,,,https://www.immowelt.at/expose/b1d333dd-cbcf-4524-96a5-9dbb58b00b9d,immowelt.at,Bauernhaus,
Herr Karl Lukas Lassacher 1 / 31 450.000 € 1.800 €/m² Bauernhaus zum Kauf 10 Zim,€ 1.800,,,,,,,,,https://www.immowelt.at/expose/a99ede0a-3095-494a-b699-bbd15d153e75,immowelt.at,Bauernhaus,
"1 / 42 Neu 129.000 € 2.490 €/m² Bauernhaus zum Kauf 3 Zimmer · 51,8 m² · 5.341 m",€ 2.490,,,,,,,,,https://www.immowelt.at/expose/282536c1-b086-4153-a70d-3006fd72253f,immowelt.at,Bauernhaus,
